1,1,1,1,0.99219
1,1,1,1,1
1,1,1,1,0.98459
1,1,1,1,1
1,1,1,1,0.99198
1,1,1,1,0.99237
1,1,1,1,1
1,1,1,1,0.99211
1,1,1,1,1
1,1,1,1,0.95212
1,1,1,1,0.99182
1,1,1,1,0.9849
1,1,1,1,0.99199
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.99221
1,1,1,1,0.9925
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.99197
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.99247
1,1,1,1,0.99243
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.95159
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.95145
1,1,1,1,0.99223
1,1,1,1,0.99224
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.98499
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.99207
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.99209
1,1,1,1,0.99159
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.99257
1,1,1,1,1
1,1,1,1,0.99215
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.9926
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.99233
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.99248
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.99223
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.9921
1,1,1,1,1
1,1,1,1,0.99226
1,1,1,1,1
1,1,1,1,0.97342
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.99229
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.99193
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.99222
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.97543
1,1,1,1,1
1,1,1,1,0.99257
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
