1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.993
1,1,1,1,1,1,1,0.992
1,1,1,1,1,1,1,0.978
1,1,1,1,1,1,1,0.981
1,1,1,1,1,1,1,0.981
1,1,1,1,1,1,1,0.98
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.992
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.995
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.969
1,1,1,1,1,1,1,0.896
1,1,1,1,1,1,1,0.991
1,1,1,1,1,1,1,0.922
1,1,1,1,1,1,1,0.929
1,1,1,1,1,1,1,0.977
1,1,1,1,1,1,1,0.907
1,1,1,1,1,1,1,0.986
1,1,1,1,1,1,1,0.839
1,1,1,1,1,1,1,0.846
1,1,1,1,1,1,1,0.881
1,1,1,1,1,1,1,0.868
1,1,1,1,1,1,1,0.899
1,1,1,1,1,1,1,0.865
1,1,1,1,1,1,1,0.693
1,1,1,1,1,1,1,0.67
1,1,1,1,1,1,1,0.752
1,1,1,1,1,1,1,0.748
1,1,1,1,1,1,1,0.722
1,1,1,1,1,1,1,0.969
1,1,1,1,1,1,1,0.712
1,1,1,1,1,1,1,0.809
1,1,1,1,1,1,1,0.721
1,1,1,1,1,1,1,0.973
1,1,1,1,1,1,1,0.744
1,1,1,1,1,1,1,0.806
1,1,1,1,1,1,1,0.961
1,1,1,1,1,1,1,0.826
1,1,1,1,1,1,1,0.66
1,1,1,1,1,1,1,0.679
1,1,1,1,1,1,1,0.711
1,1,1,1,1,1,1,0.811
1,1,1,1,1,1,1,0.753
1,1,1,1,1,1,1,0.649
1,1,1,1,1,1,1,0.721
1,1,1,1,1,1,1,0.748
1,1,1,1,1,1,1,0.915
1,1,1,1,1,1,1,0.721
1,1,1,1,1,1,1,0.919
1,1,1,1,1,1,1,0.742
1,1,1,1,1,1,1,0.687
1,1,1,1,1,1,1,0.655
1,1,1,1,1,1,1,0.719
1,1,1,1,1,1,1,0.833
1,1,1,1,1,1,1,0.975
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.941
1,1,1,1,1,1,1,0.94
1,1,1,1,1,1,1,0.993
1,1,1,1,1,1,1,0.986
1,1,1,1,1,1,1,0.993
1,1,1,1,1,1,1,0.995
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.968
1,1,1,1,1,1,0.983,0.955
1,1,1,1,1,1,0.977,0.934
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.995
1,1,1,1,1,1,1,0.991
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.996
1,1,1,1,1,1,1,0.992
1,1,1,1,1,1,1,0.997
1,1,1,1,1,1,1,0.796
1,1,1,1,1,1,1,0.989
1,1,1,1,1,1,1,0.798
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.94
1,1,1,1,1,1,1,0.993
1,1,1,1,1,1,1,0.994
1,1,1,1,1,1,1,0.774
1,1,1,1,1,1,1,0.828
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.946
1,1,1,1,1,1,1,0.968
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.622
1,1,1,1,1,1,1,0.775
1,1,1,1,1,1,1,0.631
1,1,1,1,1,1,1,0.846
1,1,1,1,1,1,1,0.874
1,1,1,1,1,1,1,0.852
1,1,1,1,1,1,1,0.619
1,1,1,1,1,1,1,0.645
1,1,1,1,1,1,1,0.924
1,1,1,1,1,1,1,0.812
1,1,1,1,1,1,1,0.608
1,1,1,1,1,1,1,0.62
1,1,1,1,1,1,1,0.651
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.643
1,1,1,1,1,1,1,0.63
1,1,1,1,1,1,1,0.944
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.603
1,1,1,1,1,1,1,0.839
1,1,1,1,1,1,1,0.632
1,1,1,1,1,1,1,0.833
1,1,1,1,1,1,1,0.594
1,1,1,1,1,1,1,0.609
1,1,1,1,1,1,1,0.656
1,1,1,1,1,1,1,0.66
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.991
1,1,1,1,1,1,1,0.988
1,1,1,1,1,1,1,0.993
1,1,1,1,1,1,1,0.993
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.991
1,1,1,1,1,1,1,0.991
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.954
1,1,1,1,1,1,1,0.958
1,1,1,1,1,1,1,0.969
1,1,1,1,1,1,1,0.97
1,1,1,1,1,1,1,0.96
1,1,1,1,1,1,1,0.959
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.99
1,1,1,1,1,1,1,0.991
1,1,1,1,1,1,1,1
